username;name;gender;birth_date;account_creation;pay_method;account_status
VaMendes-Esteves82;Vasco Mendes-Esteves;M;15/07/1969;12/02/2011;debit_card;active
AnAzevedo3;Ana Azevedo;F;14/03/1990;07/05/2014;credit_card;active
Emília-MaBarbosa108;Emília-Margarida Barbosa;F;03/07/1996;03/08/2010;debit_card;active
JAraújo109;Jaime Araújo;M;10/02/1981;07/05/2016;cash;active
AndBaptista34;André de Baptista;M;05/08/1962;09/06/2018;credit_card;active
VioSá;Violeta Sá;F;15/01/2003;19/06/2015;cash;active
KySoares104;Kyara Soares;F;10/02/1957;03/12/2014;credit_card;active
AlíVieira;Alícia Vieira;F;28/12/1956;29/08/2014;cash;active
ÁlvAbreu;Álvaro Abreu;M;23/12/1993;07/01/2012;debit_card;active
ValeMendes138;Valentim Mendes;M;21/11/1997;24/03/2011;credit_card;active
CSá77;César Sá;M;21/12/1990;12/01/2016;debit_card;active
Isabela-CaetBorges;Isabela-Caetana Borges;F;06/03/1996;07/08/2014;debit_card;active
GAssunção-Ramos94;Gil Assunção-Ramos;M;01/02/1994;23/02/2016;cash;active
BruMagalhães33;Bruna Magalhães;F;04/12/1994;14/11/2010;cash;active
RicSousa;Ricardo Sousa;M;22/05/1998;23/01/2014;debit_card;active
MaCruz90;Mateus Cruz;M;04/01/1967;23/06/2016;cash;active
AlexMoura;Alexandre Moura;M;21/06/1963;13/08/2021;debit_card;active
JoãPinheiro14;João Pinheiro;M;04/05/1953;24/09/2019;credit_card;active
TAzevedo68;Tiago Azevedo;M;10/11/2004;19/11/2018;debit_card;active
ClPires53;Cláudio Pires;M;01/04/1965;19/11/2015;debit_card;active
EricRocha56;Erica Rocha;F;20/07/1983;08/11/2013;cash;active
CarAmorim;Carminho Amorim;F;23/08/1973;12/04/2021;debit_card;active
RafaCorreia90;Rafaela Correia;F;17/07/1999;29/04/2013;debit_card;active
DenReis111;Denis Reis;M;05/04/1993;28/07/2021;cash;inactive
NaiarRocha;Naiara da Rocha;F;27/03/1969;25/10/2016;cash;inactive
ConstanNogueira66;Constança Nogueira;F;28/10/1970;04/06/2021;credit_card;active
MicaGonçalves-Ramos118;Micael Gonçalves-Ramos;M;30/10/1987;04/05/2018;debit_card;inactive
VioCruz76;Violeta da Cruz;F;02/01/2000;30/07/2013;cash;active
KellGuerreiro52;Kelly do Guerreiro;F;07/02/1964;11/12/2014;cash;active
Alícia-EduaMatos43;Alícia-Eduarda Matos;F;13/06/1980;15/02/2014;credit_card;active
MaMiranda52;Mara Miranda;F;30/01/1951;06/01/2017;credit_card;active
RafaCarneiro94;Rafael Carneiro;M;10/02/1959;23/03/2013;credit_card;active
AndreiMatias103;Andreia do Matias;F;21/10/1965;18/12/2016;cash;active
CarlLourenço-Silva;Carlota Lourenço-Silva;F;30/05/1957;15/07/2014;credit_card;active
ÂngGaspar101;Ângela Gaspar;F;10/10/1983;04/11/2011;cash;active
LeonoBarbosa27;Leonor Barbosa;F;15/08/2002;06/08/2016;credit_card;active
TerCorreia70;Teresa Correia;F;20/06/1982;17/07/2020;debit_card;active
IsabOliveira92;Isabela Oliveira;F;11/01/1965;11/05/2020;cash;active
IvCruz21;Ivan Cruz;M;04/01/2002;19/04/2017;cash;active
VitóriLourenço;Vitória Lourenço;F;20/03/1988;02/01/2017;credit_card;active
DanNascimento;Daniel Nascimento;M;31/05/1967;16/12/2014;cash;active
ArianNeto33;Ariana Neto;F;26/05/1976;20/02/2017;credit_card;active
HenriquAraújo54;Henrique do Araújo;M;05/03/1989;09/08/2018;cash;active
MAlves49;Marcos de Alves;M;26/12/1987;30/04/2012;debit_card;active
WilPacheco;William Pacheco;M;13/10/1976;09/02/2010;credit_card;active
MiriPinto109;Miriam Pinto;F;11/06/2000;09/03/2015;cash;active
JoeAmorim108;Joel Amorim;M;04/03/1982;20/08/2018;credit_card;active
MaLima57;Madalena Lima;F;15/07/1958;15/06/2021;cash;active
TomBaptista;Tomé Baptista;M;05/04/1950;15/11/2020;credit_card;active
VCoelho148;Vítor Coelho;M;05/06/1982;13/11/2019;cash;active
EmLourenço53;Ema Lourenço;F;15/01/1976;24/04/2018;cash;active
ICoelho-Carvalho;Isaac Coelho-Carvalho;M;14/06/1979;17/10/2012;credit_card;active
EmMartins65;Ema Martins;F;28/09/1975;07/06/2020;credit_card;active
EduaSousa135;Eduardo de Sousa;M;02/04/1956;26/02/2013;debit_card;active
AndreiCampos143;Andreia Campos;F;26/06/1952;26/05/2015;cash;active
DébNeto4;Débora Neto;F;10/07/1953;28/08/2020;credit_card;active
GaspaVaz-Maia;Gaspar Vaz-Maia;M;23/02/1956;05/07/2017;cash;active
DMendes-Matos;David Mendes-Matos;M;10/02/1986;17/04/2010;credit_card;inactive
EvEsteves128;Eva Esteves;F;19/02/2000;09/08/2020;credit_card;active
EduDomingues111;Eduarda Domingues;F;23/03/1996;08/11/2011;credit_card;active
RaPinto113;Raquel de Pinto;F;29/11/2003;27/07/2016;debit_card;active
MMatias-Matos;Marcos Matias-Matos;M;24/01/1977;26/04/2016;debit_card;active
MartiLourenço100;Martim Lourenço;M;02/11/1961;13/04/2017;debit_card;active
XaFreitas115;Xavier Freitas;M;28/12/1968;01/05/2018;debit_card;active
LunAmaral105;Luna Amaral;F;08/01/1982;30/05/2012;debit_card;inactive
MaNogueira12;Mariana Nogueira;F;10/09/2003;13/12/2012;debit_card;active
NaPinho26;Naiara Pinho;F;04/12/1974;05/11/2021;credit_card;active
GabrieGarcia;Gabriel Garcia;M;14/09/1962;28/02/2011;cash;active
LuanGonçalves;Luana Gonçalves;F;12/01/1995;28/11/2010;debit_card;active
MarcoAnjos-Leal20;Marcos Anjos-Leal;M;19/03/2002;15/07/2017;debit_card;active
MarLopes68;Mara da Lopes;F;07/05/1980;28/03/2013;credit_card;active
BárbMatos36;Bárbara Matos;F;24/02/1962;07/04/2020;credit_card;active
AmélEsteves142;Amélia Esteves;F;29/05/1975;01/01/2020;cash;active
JaimSantos26;Jaime Santos;M;17/02/1982;23/08/2019;credit_card;active
SantiGomes79;Santiago Gomes;M;07/07/1981;24/08/2013;debit_card;active
TiaAlmeida14;Tiago de Almeida;M;29/04/1986;27/09/2020;cash;active
KeBatista31;Kevin Batista;M;24/05/1990;04/02/2014;credit_card;active
RicFonseca;Ricardo Fonseca;M;03/10/1963;01/06/2015;credit_card;active
ACosta64;André Costa;M;02/02/1995;13/02/2016;debit_card;active
SofiMacedo35;Sofia Macedo;F;08/03/1999;10/05/2011;credit_card;active
AlexandRamos58;Alexandre Ramos;M;28/06/1988;01/10/2014;debit_card;active
CristRocha19;Cristiano Rocha;M;03/09/1959;11/03/2015;cash;active
DanGaspar;Daniel Gaspar;M;23/03/1974;26/08/2020;cash;active
AnNeto-Fonseca74;António Neto-Fonseca;M;21/08/1983;19/10/2018;debit_card;active
AdrianRocha109;Adriana-Sofia Rocha;F;16/03/1970;24/06/2010;cash;active
MélaniValente;Mélanie Valente;F;12/11/1978;25/06/2021;cash;active
JoMorais74;Jorge Morais;M;10/01/1983;18/03/2018;debit_card;active
TeresNeves56;Teresa Neves;F;07/12/1975;09/01/2018;debit_card;active
MarRamos136;Martim Ramos;M;24/02/1971;21/11/2021;cash;active
MarValente136;Marta Valente;F;12/11/1972;07/05/2021;cash;active
InêAzevedo108;Inês Azevedo;F;11/07/2001;16/06/2020;debit_card;active
Renata-IrMoreira;Renata-Irina Moreira;F;08/08/1971;14/04/2017;credit_card;active
RitCruz;Rita Cruz;F;24/03/1976;03/06/2013;debit_card;active
ArtuMachado71;Artur Machado;M;26/04/1991;16/06/2014;debit_card;active
GabrieOliveira52;Gabriel Oliveira;M;24/01/1956;05/02/2015;cash;active
DanVicente31;Daniel Vicente;M;27/01/1957;17/07/2021;cash;active
AlLopes35;Alice Lopes;F;03/08/1975;16/10/2011;debit_card;active
AMacedo102;Ana da Macedo;F;20/03/1985;30/03/2020;cash;active
AntónTorres;António Torres;M;30/04/1973;02/09/2016;debit_card;active
IaFernandes60;Iara Fernandes;F;17/04/1999;29/06/2020;credit_card;active
BryMachado117;Bryan Machado;M;15/12/1966;15/04/2012;cash;active
DaviAlves;David Alves;M;31/10/1998;22/06/2021;debit_card;active
AntNunes-Melo;António Nunes-Melo;M;09/03/1969;18/09/2013;cash;active
BrunNunes30;Bruna Nunes;F;24/08/1979;14/07/2021;credit_card;active
TomBatista125;Tomé do Batista;M;17/03/1992;21/06/2018;debit_card;active
RafHenriques;Rafael Henriques;M;03/04/1966;22/03/2011;cash;active
RuBarros16;Rui Barros;M;01/10/1998;23/11/2011;cash;active
ArMartins32;Artur Martins;M;10/10/2001;15/01/2012;debit_card;active
LuanVaz96;Luana Vaz;F;10/06/1950;06/03/2020;cash;active
TomMatos-Reis;Tomás Matos-Reis;M;14/06/1985;26/09/2014;debit_card;active
RúbeRamos;Rúben Ramos;M;24/10/2001;14/06/2018;cash;active
DDomingues-Carneiro71;David Domingues-Carneiro;M;12/07/1993;25/04/2018;credit_card;active
LorGarcia-Freitas;Lorena Garcia-Freitas;F;12/07/1988;11/08/2019;cash;active
RafAbreu71;Rafael Abreu;M;07/10/1955;15/01/2013;credit_card;active
EdFernandes141;Edgar do Fernandes;M;16/11/1988;31/01/2014;cash;active
FFerreira-Fernandes;Flor Ferreira-Fernandes;F;16/07/1986;06/12/2013;cash;active
NádiSoares104;Nádia Soares;F;02/04/2000;07/08/2013;credit_card;active
CláuMendes76;Cláudio Mendes;M;23/08/1965;28/01/2020;cash;active
SVicente85;Sandro Vicente;M;12/07/1987;04/06/2021;cash;active
MafMagalhães74;Mafalda da Magalhães;F;01/08/1985;04/08/2016;debit_card;active
AndAntunes;Andreia Antunes;F;20/02/1977;09/11/2017;debit_card;active
GusVicente7;Gustavo Vicente;M;14/05/1975;11/06/2010;cash;active
DuCampos132;Duarte Campos;M;15/09/1967;04/01/2020;debit_card;inactive
NúriCorreia14;Núria Correia;F;13/02/1964;17/12/2012;debit_card;active
JCastro75;Júlia Castro;F;15/05/1950;26/11/2010;cash;active
EVaz-Fonseca108;Erica Vaz-Fonseca;F;19/02/1996;06/08/2013;cash;active
YasmiReis;Yasmin Reis;F;21/02/1967;23/03/2017;debit_card;active
YBrito44;Yasmin Brito;F;11/08/1977;01/01/2011;debit_card;active
CésTorres142;César Torres;M;09/03/1978;22/08/2014;debit_card;active
AndrAndrade65;Andreia Andrade;F;02/11/1968;02/06/2017;debit_card;active
BenjaCampos94;Benjamim Campos;M;21/09/1979;18/09/2015;debit_card;active
NoPaiva56;Noa Paiva;M;28/10/1998;10/04/2010;credit_card;active
FeMota54;Fernando Mota;M;23/04/2003;10/04/2010;cash;active
MFonseca105;Mário Fonseca;M;15/08/1976;28/09/2019;cash;inactive
DaviSimões78;David da Simões;M;14/02/1956;10/08/2017;credit_card;active
RodriOliveira68;Rodrigo Oliveira;M;03/04/1979;31/01/2010;debit_card;active
ÁlvarMartins25;Álvaro Martins;M;04/08/1998;10/02/2019;cash;active
SantiagNunes;Santiago Nunes;M;14/03/1972;16/11/2014;debit_card;active
GGuerreiro55;Gabriel Guerreiro;M;23/11/1950;17/12/2010;credit_card;active
KellPereira124;Kelly Pereira;F;09/12/1953;10/03/2010;cash;active
GustavSilva138;Gustavo Silva;M;21/02/1970;18/04/2010;debit_card;active
JaiEsteves;Jaime Esteves;M;05/04/1992;18/12/2016;cash;active
MariaAlves50;Mariana Alves;F;27/01/1993;08/08/2020;cash;active
FabiVicente135;Fabiana Vicente;F;19/06/1983;05/05/2010;debit_card;active
GustavLopes-Lourenço43;Gustavo Lopes-Lourenço;M;24/06/1981;13/12/2018;debit_card;active
FranSousa128;Francisco Sousa;M;26/04/1976;17/12/2016;cash;active
JoaquiFreitas18;Joaquim Freitas;M;27/11/1950;05/12/2020;debit_card;active
IvBranco49;Ivo Branco;M;07/12/1980;08/12/2014;debit_card;active
SiCampos123;Simão Campos;M;16/12/1994;21/05/2016;credit_card;active
ValentinVicente124;Valentina Vicente;F;24/11/1998;31/01/2021;cash;active
MartCoelho18;Marta Coelho;F;27/01/2004;13/03/2020;cash;active
FabiSilva41;Fabiana Silva;F;15/10/1996;28/09/2020;debit_card;active
SebastiGaspar;Sebastião Gaspar;M;10/05/1966;07/12/2010;cash;active
SaloPereira;Salomé Pereira;F;11/11/1987;15/07/2013;credit_card;active
IvSilva91;Ivo do Silva;M;14/03/1993;19/09/2013;cash;active
MiPinto-Monteiro;Mia Pinto-Monteiro;F;19/12/1987;28/02/2015;debit_card;active
FiNeves;Filipa Neves;F;14/02/1975;29/12/2015;credit_card;active
EPires92;Emanuel Pires;M;02/11/2002;03/10/2016;cash;active
LuCampos150;Luna Campos;F;15/04/1998;06/12/2019;debit_card;active
Lorena-LuFerreira;Lorena-Luna Ferreira;F;23/09/1995;07/04/2021;debit_card;active
CaetMarques131;Caetana Marques;F;21/06/1989;05/12/2016;cash;active
Mara-CaroCarneiro;Mara-Carolina Carneiro;F;02/01/1995;09/10/2021;cash;active
JaimAnjos-Mendes18;Jaime Anjos-Mendes;M;04/09/1991;24/03/2016;cash;active
VictóriGuerreiro74;Victória Guerreiro;F;27/12/1955;16/11/2019;credit_card;active
TatianMendes;Tatiana Mendes;F;19/09/1964;11/11/2012;debit_card;active
EFigueiredo54;Emma Figueiredo;F;15/07/1981;24/06/2010;credit_card;active
NúriMorais26;Núria Morais;F;13/02/1980;17/08/2014;credit_card;active
MaPinho94;Mara Pinho;F;27/03/1982;30/05/2012;credit_card;active
JoValente78;João Valente;M;31/12/1993;02/10/2019;cash;active
FáFerreira53;Fábio Ferreira;M;17/12/1968;11/03/2010;cash;active
JosMacedo44;José Macedo;M;04/04/1993;13/11/2016;credit_card;active
ÂnMacedo;Ângelo Macedo;M;27/05/1996;11/08/2012;credit_card;active
PEsteves38;Pilar da Esteves;F;04/04/1996;27/03/2017;debit_card;active
NiCarvalho;Nicole Carvalho;F;04/10/1970;09/02/2014;credit_card;active
PaulTorres121;Paulo Torres;M;24/04/1975;18/10/2021;debit_card;active
WilsoBrito141;Wilson Brito;M;17/03/1953;15/06/2011;cash;active
LJesus37;Luana de Jesus;F;16/06/1988;21/10/2013;debit_card;active
SalvVaz;Salvador Vaz;M;23/01/1967;23/05/2020;cash;active
MePires;Melissa da Pires;F;29/05/1956;08/09/2010;credit_card;active
AMoura62;André do Moura;M;22/01/1952;19/11/2015;cash;inactive
ÁlvAmaral141;Álvaro do Amaral;M;29/06/1997;01/07/2017;credit_card;active
BeatriCoelho122;Beatriz Coelho;F;02/12/1983;26/12/2011;credit_card;active
MarReis103;Marcos Reis;M;21/06/1973;16/12/2021;cash;active
DinPinho74;Dinis Pinho;M;15/03/1996;30/01/2018;credit_card;active
RaqCarneiro95;Raquel Carneiro;F;22/12/1994;31/10/2015;credit_card;active
MariGaspar102;Mariana Gaspar;F;14/10/1981;04/02/2011;credit_card;active
EdMelo;Eduardo Melo;M;15/06/1967;17/09/2015;debit_card;active
BeatriAndrade;Beatriz Andrade;F;16/06/1975;27/06/2017;credit_card;active
VictórSá28;Victória Sá;F;16/04/1994;06/12/2018;credit_card;active
JoaqCarneiro;Joaquim Carneiro;M;10/03/1950;07/06/2014;credit_card;active
AlexandTeixeira15;Alexandra de Teixeira;F;13/09/2001;13/07/2015;credit_card;active
FábPinto103;Fábio Pinto;M;27/10/1964;10/08/2020;credit_card;active
RuMatias21;Rui Matias;M;15/12/1966;05/05/2018;debit_card;active
CristRocha88;Cristiano de Rocha;M;15/09/1996;18/06/2011;credit_card;active
MarcAbreu108;Marcos Abreu;M;31/07/1998;05/05/2012;cash;active
CláuGarcia-Esteves124;Cláudio Garcia-Esteves;M;06/06/1950;24/06/2010;credit_card;active
ÂngelFonseca130;Ângela da Fonseca;F;29/01/1982;22/10/2016;debit_card;active
BeaCruz;Beatriz Cruz;F;17/03/1966;27/03/2017;cash;active
LuaLima;Luana Lima;F;08/07/1988;25/12/2017;debit_card;active
MarcLeite98;Marco Leite;M;26/12/1967;27/08/2018;credit_card;active
WilMartins16;Wilson Martins;M;01/08/1973;17/05/2013;credit_card;active
BMelo7;Brian Melo;M;29/11/1966;08/01/2020;cash;active
MLima60;Marco Lima;M;26/08/1975;22/06/2011;cash;active
LMonteiro136;Lucas Monteiro;M;22/03/1983;14/02/2011;debit_card;active
VictórVaz136;Victória Vaz;F;11/04/1951;09/02/2010;credit_card;active
InêPereira50;Inês Pereira;F;24/10/1992;21/03/2019;credit_card;active
LucFernandes11;Luca Fernandes;M;13/09/1965;10/01/2011;cash;active
FeAmorim;Fernando Amorim;M;17/10/2004;11/08/2016;credit_card;active
KAmaral42;Kevin Amaral;M;01/03/1980;20/05/2021;debit_card;inactive
JuliaNunes;Juliana Nunes;F;09/04/2004;29/12/2020;credit_card;active
IsabMendes113;Isabel Mendes;F;07/06/1957;14/12/2010;cash;active
MAntunes-Nogueira28;Miriam Antunes-Nogueira;F;03/10/1978;25/01/2015;cash;active
Bárbara-Torres24;Bárbara-Eva Torres;F;21/01/1999;27/06/2012;cash;active
NoaBorges;Noah de Borges;M;02/08/1951;07/09/2010;cash;active
EmCastro27;Emanuel Castro;M;11/10/1968;04/04/2012;debit_card;active
NunRamos57;Nuno Ramos;M;08/03/1995;03/08/2012;credit_card;active
GLima32;Gaspar Lima;M;02/03/1980;31/05/2012;cash;active
EduaGonçalves;Eduarda da Gonçalves;F;06/03/1984;03/11/2018;cash;active
LaVieira144;Lara Vieira;F;04/04/1977;18/04/2014;debit_card;active
LaurValente61;Laura Valente;F;30/08/1961;02/04/2014;debit_card;active
NáAssunção90;Nádia Assunção;F;25/09/1954;21/06/2012;cash;inactive
MaPacheco71;Marco Pacheco;M;07/07/1979;23/04/2014;credit_card;active
WiSousa145;Wilson Sousa;M;18/03/1985;27/08/2015;cash;active
PaulPaiva-Nascimento9;Paulo Paiva-Nascimento;M;25/12/1980;23/01/2020;cash;active
MelissNogueira132;Melissa Nogueira;F;20/08/2003;27/02/2021;credit_card;active
VaOliveira115;Valentina Oliveira;F;19/04/2004;10/09/2019;debit_card;inactive
ErikReis-Machado;Erika Reis-Machado;F;30/09/2004;14/01/2014;credit_card;active
SofMachado;Sofia Machado;F;02/04/1980;20/10/2019;credit_card;active
ÁlvaPinheiro;Álvaro Pinheiro;M;24/07/1966;28/06/2019;debit_card;active
RodrReis;Rodrigo Reis;M;03/04/1961;03/12/2021;credit_card;active
MárMonteiro54;Mário Monteiro;M;29/05/1973;29/12/2011;debit_card;active
MiriSantos119;Miriam Santos;F;12/01/1994;13/07/2019;cash;active
FabiVicente25;Fabiana Vicente;F;21/06/1965;02/04/2010;debit_card;active
BiNogueira65;Bianca Nogueira;F;05/07/1966;04/04/2018;cash;active
FFonseca35;Filipe Fonseca;M;24/09/1957;10/03/2014;debit_card;active
DuFerreira95;Duarte Ferreira;M;12/04/2004;24/02/2015;credit_card;active
RMorais6;Rui Morais;M;10/02/1994;02/08/2013;debit_card;active
EmíliBranco144;Emília Branco;F;06/01/2000;13/10/2020;credit_card;active
JMendes107;Joana Mendes;F;01/03/1965;13/10/2013;credit_card;active
WilsGomes127;Wilson Gomes;M;05/09/2001;21/12/2020;credit_card;active
AlíciAnjos-Esteves;Alícia Anjos-Esteves;F;28/01/1970;03/08/2017;cash;active
IsabeReis;Isabel do Reis;F;08/07/1957;16/08/2013;cash;active
CPacheco93;Carolina Pacheco;F;11/12/1977;08/06/2018;debit_card;active
BerAraújo;Bernardo Araújo;M;02/06/1993;23/10/2015;debit_card;active
CatarAlves93;Catarina Alves;F;30/05/1961;16/01/2015;credit_card;active
MafaldaMoreira;Mafalda-Ana Moreira;F;13/11/1953;29/06/2015;credit_card;active
NádiAzevedo;Nádia Azevedo;F;29/03/1968;02/05/2021;cash;active
LaLourenço-Sousa;Lara Lourenço-Sousa;F;22/08/1991;26/11/2017;credit_card;active
IsNascimento;Isabela Nascimento;F;16/02/1960;01/09/2017;debit_card;active
MarcAmorim129;Marco Amorim;M;10/08/1960;28/12/2013;credit_card;active
LuVaz-Moreira58;Luca Vaz-Moreira;M;06/02/2002;12/11/2020;cash;active
LaurNeves-Nogueira;Laura Neves-Nogueira;F;09/01/1961;20/08/2010;cash;active
SRodrigues23;Sandro de Rodrigues;M;26/08/1995;27/07/2011;debit_card;active
VeTorres;Vera Torres;F;08/09/1963;18/03/2011;cash;active
MMelo105;Manuel Melo;M;09/05/1964;25/08/2012;debit_card;active
MaurGuerreiro;Mauro Guerreiro;M;11/03/1973;23/12/2019;credit_card;active
MarGuerreiro-Martins105;Marco Guerreiro-Martins;M;18/02/1951;26/11/2020;credit_card;active
SoMacedo140;Sofia Macedo;F;29/10/1960;14/09/2016;cash;active
YasmPereira100;Yasmin Pereira;F;25/08/1956;07/09/2011;debit_card;active
MeMacedo;Melissa Macedo;F;20/06/1989;28/09/2015;credit_card;active
SofiFerreira99;Sofia Ferreira;F;20/11/1971;22/07/2010;credit_card;active
TomMoura61;Tomé Moura;M;20/08/1960;22/12/2020;credit_card;active
SNeto145;Simão Neto;M;11/07/1977;21/06/2019;debit_card;active
IvNunes46;Ivo do Nunes;M;10/03/1980;17/09/2012;debit_card;active
ManDomingues;Manuel do Domingues;M;27/05/1999;27/02/2012;credit_card;active
MarCunha117;Mara Cunha;F;17/12/1952;03/07/2018;debit_card;active
MAzevedo92;Maria Azevedo;F;08/06/1970;22/01/2019;credit_card;active
PeValente43;Pedro Valente;M;01/02/1957;14/02/2020;credit_card;active
GiNeves9;Gil Neves;M;25/01/1998;31/12/2012;cash;inactive
FrancisJesus-Nascimento;Francisca Jesus-Nascimento;F;14/02/1966;27/07/2021;debit_card;active
MatildPaiva110;Matilde Paiva;F;05/08/2003;31/05/2014;cash;active
GaspPereira;Gaspar Pereira;M;27/08/1996;26/08/2017;cash;active
IgoSá;Igor Sá;M;26/07/1961;11/07/2014;credit_card;active
IsabeAntunes;Isabela Antunes;F;04/05/1996;18/01/2021;debit_card;active
ArianFonseca;Ariana Fonseca;F;21/09/1961;09/08/2013;debit_card;active
Patrícia-BLourenço;Patrícia-Beatriz Lourenço;F;17/04/1969;17/01/2017;credit_card;inactive
FaSimões80;Fabiana Simões;F;06/10/1969;16/07/2015;cash;active
Patrícia-PeCardoso;Patrícia-Petra Cardoso;F;22/12/2000;15/04/2019;cash;active
VictAlmeida-Almeida;Victória Almeida-Almeida;F;03/05/1960;28/05/2020;debit_card;active
MMelo35;Marco Melo;M;03/11/1986;22/10/2015;credit_card;active
MMachado26;Mia Machado;F;07/12/1994;20/03/2014;debit_card;active
ManuBorges93;Manuel Borges;M;28/09/1960;23/05/2016;debit_card;inactive
NMonteiro140;Nelson Monteiro;M;03/04/1966;26/03/2014;cash;active
Ângela-Reis82;Ângela-Carminho Reis;F;01/08/1990;12/04/2021;credit_card;active
DieGuerreiro119;Diego Guerreiro;M;04/08/2000;01/08/2021;credit_card;active
Alice-SoraCorreia;Alice-Soraia Correia;F;25/03/1965;10/02/2013;cash;inactive
LPereira147;Lorena Pereira;F;19/02/1986;29/09/2011;credit_card;active
KéGaspar-Barros75;Kévim Gaspar-Barros;M;18/03/1962;26/07/2020;cash;active
BMarques108;Beatriz Marques;F;21/05/1962;25/04/2013;credit_card;active
ValentPires117;Valentina da Pires;F;02/12/1952;22/03/2021;credit_card;active
RAlves128;Rui do Alves;M;30/07/1952;14/10/2014;cash;active
IAmorim-Morais;Irina Amorim-Morais;F;03/09/1967;14/04/2012;debit_card;active
NúBaptista27;Núria Baptista;F;13/12/1998;01/07/2013;cash;active
NoaSilva;Noah de Silva;M;02/06/1953;29/10/2013;debit_card;active
ÁlvaBrito;Álvaro do Brito;M;18/02/1996;03/06/2013;debit_card;active
CristiAbreu19;Cristiano da Abreu;M;07/03/1987;10/02/2017;debit_card;active
Luana-TerMoura63;Luana-Teresa Moura;F;31/05/1987;09/10/2021;credit_card;active
JoaPinho;Joaquim Pinho;M;14/04/1967;13/04/2016;cash;active
SebSousa-Miranda;Sebastião Sousa-Miranda;M;11/07/2004;23/11/2012;debit_card;active
LúciCorreia;Lúcia do Correia;F;21/07/1990;15/02/2016;credit_card;active
ERamos120;Eva Ramos;F;05/01/1952;22/08/2012;cash;active
GonçalLima;Gonçalo Lima;M;22/03/1964;24/12/2013;cash;active
RoAraújo124;Rodrigo Araújo;M;18/07/1951;15/02/2017;cash;active
